Order ID,Customer Name,Category,Subcategory,City,Orderdate,Region,Sales,Discount,Profit,State
ORD100874,Rahul Mehta,Dairy,Butter,Bengaluru,10-07-24,South,5663.03,0.14,459.42,Karnataka
ORD100875,Rahul Sharma,Grocery,Flour,Jaipur,17-01-25,North,7215.97,0.04,1249.36,Rajasthan
ORD100876,Aarav Singh,Beverages,Tea,Chennai,05-07-25,South,3414.52,0.08,242.61,Tamil Nadu
ORD100877,Vivaan Singh,Dairy,Paneer,Mumbai,04-08-24,West,9001.42,0.12,1803.93,Maharashtra
ORD100878,Ananya Kumar,Bakery,Bread,Kolkata,09-05-23,East,1459.51,0.16,296.61,West Bengal
ORD100879,Diya Sharma,Bakery,Croissant,Chennai,19-08-23,South,4066.74,0.19,280.32,Tamil Nadu
ORD100880,Kunal Reddy,Snacks,Chips,Delhi,15-03-24,North,2271.01,0.08,137.75,Delhi
ORD100881,Sneha Gupta,Fruits & Vegetables,Onion,Jaipur,03-03-23,North,3730.69,0.28,190.47,Rajasthan
ORD100882,Diya Singh,Personal Care,Soap,Chennai,07-06-24,South,7625.94,0.19,725.81,Tamil Nadu
ORD100883,Rohan Singh,Dairy,Butter,Kolkata,23-05-23,East,1815.88,0.04,405.95,West Bengal
ORD100884,Ananya Kumar,Personal Care,Toothpaste,Hyderabad,20-11-24,South,5874.79,0.25,589.78,Telangana
ORD100885,Ananya Kumar,Grocery,Spices,Jaipur,16-09-25,North,8667.92,0.1,650.02,Rajasthan
ORD100886,Rahul Reddy,Personal Care,Shampoo,Mumbai,26-04-24,West,1364.12,0.09,163.45,Maharashtra
ORD100887,Priya Patel,Personal Care,Soap,Bengaluru,19-08-23,South,7416.63,0.24,409.17,Karnataka
ORD100888,Diya Kumar,Snacks,Cake,Lucknow,25-06-23,North,918.06,0.17,160.54,Uttar Pradesh
ORD100889,Kunal Patel,Snacks,Chocolate,Delhi,12-11-23,North,3158.96,0.05,325.09,Delhi
ORD100890,Rohan Nair,Beverages,Juice,Pune,08-02-23,West,8486.42,0.01,531.69,Maharashtra
ORD100891,Ananya Singh,Snacks,Biscuits,Kolkata,31-03-24,East,1808.86,0.11,234.99,West Bengal
ORD100892,Vivaan Nair,Fruits & Vegetables,Banana,Lucknow,09-06-23,North,300.95,0.3,48.77,Uttar Pradesh
ORD100893,Diya Das,Snacks,Chocolate,Delhi,15-11-24,North,8184.86,0.01,1977.78,Delhi
ORD100894,Isha Nair,Personal Care,Toothpaste,Jaipur,12-05-25,North,1847.17,0.15,108.98,Rajasthan
ORD100895,Isha Reddy,Dairy,Cheese,Hyderabad,03-08-23,South,894.03,0.07,179.31,Telangana
ORD100896,Isha Patel,Personal Care,Deodorant,Delhi,16-06-25,North,5035.74,0.28,750.39,Delhi
ORD100897,Priya Sharma,Beverages,Soft Drinks,Hyderabad,23-05-23,South,9348.72,0.11,479.98,Telangana
ORD100898,Vivaan Nair,Snacks,Biscuits,Delhi,25-02-24,North,9038.88,0.18,1375.62,Delhi
ORD100899,Aarav Patel,Personal Care,Shampoo,Pune,17-09-24,West,1557.78,0.06,290.19,Maharashtra
ORD100900,Aarav Nair,Beverages,Water,Pune,17-07-24,West,8714.49,0.19,1756,Maharashtra
ORD100901,Priya Joshi,Grocery,Flour,Bengaluru,27-12-24,South,9807.97,0.11,1436.54,Karnataka
ORD100902,Isha Joshi,Grocery,Rice,Mumbai,08-04-24,West,4027.47,0.11,656.64,Maharashtra
ORD100903,Priya Nair,Personal Care,Cream,Bengaluru,13-01-24,South,5510.49,0.03,916.55,Karnataka
ORD100904,Priya Kumar,Fruits & Vegetables,Tomato,Ahmedabad,19-12-23,West,7430.05,0.3,435.65,Gujarat
ORD100905,Rahul Kumar,Bakery,Bread,Hyderabad,19-03-25,South,4951.16,0.13,1001.67,Telangana
ORD100906,Isha Kumar,Beverages,Water,Chennai,29-05-24,South,7011.19,0.06,503.08,Tamil Nadu
ORD100907,Ananya Joshi,Bakery,Pastry,Chennai,01-02-24,South,1424.21,0.1,209.32,Tamil Nadu
ORD100908,Rahul Sharma,Personal Care,Deodorant,Ahmedabad,22-12-23,West,5263.29,0.16,977.04,Gujarat
ORD100909,Priya Nair,Fruits & Vegetables,Onion,Bengaluru,07-08-24,South,8975.43,0.01,1553.19,Karnataka
ORD100910,Priya Kumar,Beverages,Tea,Jaipur,15-06-23,North,2953.13,0.27,255.38,Rajasthan
ORD100911,Vivaan Joshi,Household,Cleaner,Kolkata,24-04-24,East,7125.36,0.28,811.57,West Bengal
ORD100912,Rohan Mehta,Bakery,Rusk,Delhi,06-05-24,North,3702.38,0.01,855.66,Delhi
ORD100913,Vivaan Das,Dairy,Butter,Jaipur,01-08-25,North,2136.09,0.12,114.14,Rajasthan
ORD100914,Aarav Nair,Fruits & Vegetables,Tomato,Kolkata,08-09-23,East,9684.75,0.02,1108.18,West Bengal
ORD100915,Kunal Mehta,Personal Care,Cream,Chennai,15-05-25,South,5062.17,0.21,799.73,Tamil Nadu
ORD100916,Diya Patel,Bakery,Bread,Delhi,07-10-24,North,5241.71,0.07,679.45,Delhi
ORD100917,Diya Nair,Snacks,Namkeen,Ahmedabad,24-09-24,West,5294.11,0.2,253.76,Gujarat
ORD100918,Isha Nair,Personal Care,Shampoo,Delhi,18-11-23,North,3326.64,0.24,576.62,Delhi
ORD100919,Sneha Joshi,Personal Care,Deodorant,Ahmedabad,26-03-23,West,9717.66,0.27,1215.43,Gujarat
ORD100920,Vivaan Nair,Beverages,Soft Drinks,Kolkata,19-04-23,East,1623.57,0.14,232.61,West Bengal
ORD100921,Sneha Singh,Snacks,Chips,Mumbai,07-08-24,West,6501.36,0.01,373.81,Maharashtra
ORD100922,Priya Nair,Snacks,Biscuits,Pune,09-01-23,West,563.86,0.14,33.91,Maharashtra
ORD100923,Diya Joshi,Dairy,Paneer,Mumbai,14-09-23,West,9427.48,0.18,1110.64,Maharashtra
ORD100924,Ananya Singh,Personal Care,Cream,Mumbai,23-12-23,West,7538.54,0.26,683.76,Maharashtra
ORD100925,Rohan Das,Personal Care,Shampoo,Bengaluru,17-11-24,South,408.06,0.06,29.39,Karnataka
ORD100926,Aarav Mehta,Bakery,Bread,Mumbai,17-07-23,West,3189.21,0.06,155.42,Maharashtra
ORD100927,Sneha Patel,Grocery,Pulses,Jaipur,28-04-23,North,1281.69,0.13,86.23,Rajasthan
ORD100928,Aarav Patel,Beverages,Tea,Chennai,12-06-23,South,5143.94,0.14,589.5,Tamil Nadu
ORD100929,Priya Mehta,Snacks,Chips,Chennai,19-07-24,South,4426.7,0.27,505.4,Tamil Nadu
ORD100930,Rahul Joshi,Grocery,Oil,Hyderabad,09-05-25,South,6903.13,0.26,331.59,Telangana
ORD100931,Sneha Joshi,Personal Care,Cream,Bengaluru,08-08-23,South,399.19,0.13,48.16,Karnataka
ORD100932,Vivaan Das,Fruits & Vegetables,Tomato,Lucknow,19-04-23,North,1167.74,0.21,110.75,Uttar Pradesh
ORD100933,Ananya Mehta,Bakery,Croissant,Mumbai,26-01-25,West,8699.55,0.09,686.06,Maharashtra
ORD100934,Vivaan Mehta,Grocery,Rice,Pune,30-09-23,West,3879.73,0.21,581.56,Maharashtra
ORD100935,Kunal Singh,Personal Care,Deodorant,Kolkata,15-07-23,East,8821.61,0.3,595.94,West Bengal
ORD100936,Priya Patel,Personal Care,Soap,Kolkata,02-03-25,East,1656.88,0.15,350.27,West Bengal
ORD100937,Rahul Das,Snacks,Chocolate,Hyderabad,06-07-24,South,2492.82,0.06,386.21,Telangana
ORD100938,Ananya Sharma,Beverages,Soft Drinks,Lucknow,04-01-24,North,1959.63,0.18,340.35,Uttar Pradesh
ORD100939,Isha Nair,Household,Bucket,Ahmedabad,30-07-24,West,4232.37,0.02,684.55,Gujarat
ORD100940,Aarav Gupta,Household,Cleaner,Mumbai,04-08-23,West,7238.09,0.11,629.59,Maharashtra
ORD100941,Sneha Das,Beverages,Juice,Kolkata,31-03-23,East,6081.09,0.26,466.51,West Bengal
ORD100942,Aarav Gupta,Beverages,Soft Drinks,Bengaluru,29-05-24,South,4510.13,0.17,772.21,Karnataka
ORD100943,Rohan Nair,Household,Tissue,Lucknow,31-01-25,North,7773.76,0.03,1082.57,Uttar Pradesh
ORD100944,Sneha Mehta,Beverages,Juice,Kolkata,14-03-25,East,2787.43,0.05,494.3,West Bengal
ORD100945,Ananya Gupta,Grocery,Pulses,Kolkata,18-05-25,East,5558.8,0.23,496.09,West Bengal
ORD100946,Aarav Nair,Snacks,Namkeen,Delhi,14-06-23,North,3102.38,0.09,532.19,Delhi
ORD100947,Vivaan Reddy,Fruits & Vegetables,Apple,Delhi,24-01-23,North,9763.3,0.03,1062.49,Delhi
ORD100948,Rahul Joshi,Snacks,Chips,Hyderabad,20-03-25,South,2072.7,0.06,168.35,Telangana
ORD100949,Ananya Patel,Personal Care,Soap,Pune,14-12-24,West,6960.18,0.23,421.54,Maharashtra
ORD100950,Ananya Kumar,Bakery,Pastry,Ahmedabad,09-10-24,West,7663.45,0.23,631.29,Gujarat
ORD100951,Rahul Das,Fruits & Vegetables,Apple,Lucknow,06-04-23,North,2989.36,0.3,191.88,Uttar Pradesh
ORD100952,Kunal Das,Snacks,Cake,Bengaluru,05-06-23,South,675.01,0.23,37.6,Karnataka
ORD100953,Rahul Nair,Household,Mop,Ahmedabad,24-04-23,West,6762.58,0,1301.28,Gujarat
ORD100954,Ananya Sharma,Snacks,Namkeen,Jaipur,05-01-23,North,6573.42,0.15,867.26,Rajasthan
ORD100955,Rohan Joshi,Household,Bucket,Ahmedabad,19-04-25,West,9507.65,0.29,791.19,Gujarat
ORD100956,Ananya Mehta,Dairy,Butter,Pune,18-01-25,West,5660.14,0.28,653.75,Maharashtra
ORD100957,Priya Singh,Household,Mop,Chennai,26-03-24,South,8551.39,0.03,459.16,Tamil Nadu
ORD100958,Ananya Singh,Household,Tissue,Pune,29-12-24,West,8355.53,0.24,503.37,Maharashtra
ORD100959,Priya Gupta,Fruits & Vegetables,Apple,Kolkata,27-03-24,East,501.16,0.01,41.25,West Bengal
ORD100960,Ananya Patel,Grocery,Spices,Kolkata,12-01-24,East,6968.25,0.03,1318.92,West Bengal
ORD100961,Diya Joshi,Dairy,Cheese,Hyderabad,26-02-23,South,3615.97,0.11,739.47,Telangana
ORD100962,Rahul Joshi,Personal Care,Deodorant,Kolkata,01-01-24,East,2075.78,0.15,261.3,West Bengal
ORD100963,Diya Mehta,Bakery,Rusk,Delhi,13-10-24,North,1066.28,0.22,201.43,Delhi
ORD100964,Kunal Patel,Household,Mop,Lucknow,09-11-23,North,3285.65,0.22,288.23,Uttar Pradesh
ORD100965,Diya Kumar,Fruits & Vegetables,Onion,Kolkata,04-01-24,East,1789.68,0.05,232.13,West Bengal
ORD100966,Rohan Singh,Household,Cleaner,Hyderabad,29-05-24,South,3926.42,0.29,273.44,Telangana
ORD100967,Sneha Kumar,Beverages,Juice,Bengaluru,12-06-23,South,6446.84,0.1,307.09,Karnataka
ORD100968,Ananya Patel,Snacks,Chocolate,Hyderabad,31-07-24,South,8392.86,0.07,1640.4,Telangana
ORD100969,Rohan Nair,Household,Mop,Kolkata,10-10-23,East,6353.73,0.21,679.2,West Bengal
ORD100970,Sneha Patel,Bakery,Croissant,Hyderabad,16-10-23,South,2763.05,0.28,334.73,Telangana
ORD100971,Priya Joshi,Beverages,Tea,Pune,01-11-24,West,9586.68,0.08,1922.75,Maharashtra
ORD100972,Kunal Joshi,Fruits & Vegetables,Potato,Chennai,27-02-25,South,5357.84,0.06,1209.8,Tamil Nadu
ORD100973,Sneha Singh,Bakery,Pastry,Lucknow,30-01-23,North,9181.36,0.23,972.81,Uttar Pradesh
ORD100974,Rahul Kumar,Snacks,Chocolate,Ahmedabad,21-05-25,West,5706.45,0.14,953.02,Gujarat
ORD100975,Diya Kumar,Beverages,Water,Kolkata,22-11-24,East,6682.24,0.3,828.78,West Bengal
ORD100976,Diya Kumar,Household,Tissue,Pune,29-09-25,West,6884.37,0.17,1377.89,Maharashtra
ORD100977,Priya Joshi,Dairy,Curd,Ahmedabad,08-01-24,West,3604.61,0.05,653.2,Gujarat
ORD100978,Diya Sharma,Grocery,Oil,Delhi,06-11-24,North,220.26,0.26,12.62,Delhi
ORD100979,Rohan Gupta,Bakery,Bun,Kolkata,19-01-23,East,2585.68,0.2,296.46,West Bengal
ORD100980,Rahul Nair,Beverages,Juice,Hyderabad,18-02-24,South,6657.74,0.07,668.01,Telangana
ORD100981,Isha Sharma,Bakery,Bun,Lucknow,31-03-23,North,5622.95,0.18,446.47,Uttar Pradesh
ORD100982,Isha Gupta,Household,Tissue,Jaipur,03-03-23,North,7477.36,0.04,1597.75,Rajasthan
ORD100983,Rahul Sharma,Household,Detergent,Bengaluru,19-08-24,South,8084.12,0.29,415.28,Karnataka
ORD100984,Kunal Joshi,Bakery,Rusk,Bengaluru,08-08-24,South,1226.76,0.14,85.63,Karnataka
ORD100985,Isha Kumar,Snacks,Chips,Ahmedabad,22-05-23,West,7564.93,0.01,1119.06,Gujarat
ORD100986,Ananya Das,Household,Bucket,Lucknow,21-08-24,North,7716.94,0.23,941.42,Uttar Pradesh
ORD100987,Vivaan Patel,Bakery,Rusk,Kolkata,01-07-23,East,5030.08,0.05,740.47,West Bengal
ORD100988,Sneha Nair,Personal Care,Deodorant,Kolkata,11-12-24,East,3254.49,0.01,579.88,West Bengal
ORD100989,Vivaan Mehta,Dairy,Butter,Delhi,04-09-23,North,5905.36,0.21,664.27,Delhi
ORD100990,Ananya Mehta,Grocery,Rice,Chennai,25-11-24,South,1417.4,0.17,170.43,Tamil Nadu
ORD100991,Rohan Gupta,Dairy,Curd,Kolkata,05-10-24,East,9274.61,0.26,1376.4,West Bengal
ORD100992,Rahul Joshi,Beverages,Tea,Jaipur,20-06-24,North,4310.48,0.11,744.69,Rajasthan
ORD100993,Vivaan Sharma,Grocery,Spices,Jaipur,30-08-23,North,2598.47,0.11,349.94,Rajasthan
ORD100994,Ananya Reddy,Beverages,Juice,Delhi,07-09-23,North,5379.27,0.04,1098.95,Delhi
ORD100995,Vivaan Mehta,Fruits & Vegetables,Banana,Mumbai,26-01-25,West,1414.83,0.01,258.27,Maharashtra
ORD100996,Rohan Kumar,Dairy,Milk,Jaipur,08-11-24,North,1800.97,0.03,295.2,Rajasthan
ORD100997,Rahul Nair,Household,Tissue,Ahmedabad,21-11-23,West,8338.84,0.25,504,Gujarat
ORD100998,Diya Das,Fruits & Vegetables,Tomato,Bengaluru,12-03-25,South,4979.09,0.03,724.39,Karnataka
ORD100999,Aarav Singh,Personal Care,Cream,Delhi,19-07-24,North,9135.02,0.11,1815.71,Delhi
ORD101000,Kunal Gupta,Household,Tissue,Hyderabad,22-09-23,South,7687.63,0.17,579.97,Telangana
ORD101001,Sneha Sharma,Grocery,Rice,Jaipur,30-07-24,North,7517.41,0.2,736.27,Rajasthan
ORD101002,Rohan Singh,Fruits & Vegetables,Banana,Chennai,19-12-23,South,2136.22,0.08,486.6,Tamil Nadu
ORD101003,Kunal Kumar,Personal Care,Deodorant,Jaipur,12-08-24,North,9995.37,0.05,2333.39,Rajasthan
ORD101004,Priya Mehta,Grocery,Spices,Pune,27-11-23,West,9132,0.13,902.7,Maharashtra
ORD101005,Isha Sharma,Household,Bucket,Kolkata,12-06-23,East,7179.07,0.16,1144.31,West Bengal
ORD101006,Aarav Sharma,Personal Care,Soap,Lucknow,09-10-23,North,3172.66,0.23,139.84,Uttar Pradesh
ORD101007,Sneha Das,Dairy,Cheese,Kolkata,14-12-24,East,9293.47,0.17,1736.26,West Bengal
ORD101008,Rohan Joshi,Snacks,Cake,Chennai,24-02-23,South,6291.03,0.19,674.61,Tamil Nadu
ORD101009,Diya Patel,Beverages,Tea,Delhi,06-10-24,North,4041.57,0.13,764.44,Delhi
ORD101010,Diya Gupta,Fruits & Vegetables,Potato,Pune,27-01-25,West,7349.66,0.05,801.19,Maharashtra
ORD101011,Sneha Mehta,Snacks,Chips,Lucknow,07-06-25,North,3663.73,0.16,578.79,Uttar Pradesh
ORD101012,Ananya Reddy,Bakery,Bread,Jaipur,21-04-24,North,950.38,0.22,164.19,Rajasthan
ORD101013,Diya Mehta,Personal Care,Soap,Hyderabad,25-12-24,South,1969.11,0.05,195.44,Telangana
ORD101014,Ananya Reddy,Household,Bucket,Jaipur,16-02-24,North,6633.68,0.24,369.97,Rajasthan
ORD101015,Isha Singh,Bakery,Bread,Delhi,08-05-25,North,9000.3,0.16,1537.16,Delhi
ORD101016,Kunal Mehta,Snacks,Cake,Delhi,06-07-25,North,1898.77,0.24,234.03,Delhi
ORD101017,Rohan Kumar,Grocery,Oil,Jaipur,30-07-23,North,763.09,0.14,138.48,Rajasthan
ORD101018,Isha Mehta,Fruits & Vegetables,Potato,Lucknow,08-10-24,North,4804.73,0.15,838.91,Uttar Pradesh
ORD101019,Rohan Das,Grocery,Flour,Chennai,08-08-23,South,9038.32,0.2,748.89,Tamil Nadu
ORD101020,Rahul Sharma,Bakery,Bread,Delhi,01-03-24,North,5720.91,0.12,1114.6,Delhi
ORD101021,Sneha Das,Snacks,Chips,Jaipur,28-10-23,North,6999.29,0.21,539.35,Rajasthan
ORD101022,Sneha Das,Personal Care,Toothpaste,Mumbai,11-10-24,West,7302.65,0.28,1310.04,Maharashtra
ORD101023,Aarav Kumar,Grocery,Pulses,Chennai,10-09-23,South,2290.85,0.11,161.93,Tamil Nadu
ORD101024,Isha Singh,Grocery,Oil,Jaipur,14-11-24,North,7054.49,0.22,327.99,Rajasthan
ORD101025,Priya Singh,Grocery,Pulses,Ahmedabad,30-04-23,West,73.66,0.21,5.93,Gujarat
ORD101026,Priya Patel,Household,Cleaner,Ahmedabad,11-11-24,West,6104.52,0.14,1306.26,Gujarat
ORD101027,Kunal Nair,Grocery,Flour,Mumbai,18-07-23,West,3864.12,0.14,652.17,Maharashtra
ORD101028,Priya Das,Dairy,Butter,Lucknow,23-04-25,North,809.4,0.26,124.44,Uttar Pradesh
ORD101029,Rahul Gupta,Bakery,Croissant,Jaipur,12-09-24,North,1133.48,0.22,100.61,Rajasthan
ORD101030,Vivaan Das,Personal Care,Cream,Hyderabad,25-08-23,South,8504.34,0.16,719.85,Telangana
ORD101031,Sneha Joshi,Snacks,Biscuits,Bengaluru,18-11-23,South,2695.73,0.2,388.59,Karnataka
ORD101032,Ananya Kumar,Dairy,Butter,Delhi,24-05-24,North,3004.81,0.06,303.64,Delhi
ORD101033,Vivaan Sharma,Beverages,Juice,Kolkata,09-02-25,East,3597.21,0.23,458.35,West Bengal
ORD101034,Diya Kumar,Dairy,Curd,Mumbai,23-02-24,West,2022.83,0.27,189.35,Maharashtra
ORD101035,Sneha Mehta,Grocery,Flour,Bengaluru,10-05-23,South,277,0.25,29.79,Karnataka
ORD101036,Aarav Sharma,Dairy,Butter,Hyderabad,27-07-24,South,6426.85,0.02,614.26,Telangana
ORD101037,Priya Singh,Personal Care,Toothpaste,Mumbai,14-02-23,West,3455.46,0.02,222.85,Maharashtra
ORD101038,Sneha Singh,Personal Care,Deodorant,Lucknow,17-05-23,North,9400.19,0.27,612.96,Uttar Pradesh
ORD101039,Ananya Kumar,Grocery,Flour,Ahmedabad,29-10-23,West,3317.33,0.23,276.35,Gujarat
ORD101040,Rohan Sharma,Household,Detergent,Ahmedabad,15-05-23,West,4173.38,0.29,419.78,Gujarat
ORD101041,Sneha Das,Household,Mop,Mumbai,02-05-24,West,5715.18,0.12,753.05,Maharashtra
ORD101042,Kunal Patel,Grocery,Spices,Delhi,06-08-23,North,5322.07,0.29,586.56,Delhi
ORD101043,Isha Mehta,Beverages,Soft Drinks,Chennai,22-11-23,South,178.91,0.08,34.93,Tamil Nadu
ORD101044,Aarav Sharma,Fruits & Vegetables,Banana,Hyderabad,29-04-25,South,3865.03,0.13,704.07,Telangana
ORD101045,Rohan Mehta,Snacks,Biscuits,Pune,07-04-24,West,8149.88,0.29,1358.92,Maharashtra
ORD101046,Ananya Nair,Beverages,Soft Drinks,Mumbai,18-11-24,West,4070.75,0.12,340.19,Maharashtra
ORD101047,Priya Joshi,Personal Care,Toothpaste,Hyderabad,21-10-23,South,1483.92,0.1,312.46,Telangana
ORD101048,Kunal Sharma,Personal Care,Deodorant,Lucknow,19-07-24,North,9252.1,0.03,1316.97,Uttar Pradesh
ORD101049,Rohan Gupta,Fruits & Vegetables,Banana,Jaipur,01-05-24,North,6479.43,0.05,1008.67,Rajasthan
ORD101050,Isha Mehta,Snacks,Biscuits,Ahmedabad,18-05-25,West,8015.68,0.17,600.32,Gujarat
ORD101051,Kunal Mehta,Personal Care,Shampoo,Jaipur,31-03-23,North,7340.87,0.29,1131.5,Rajasthan
ORD101052,Sneha Joshi,Grocery,Rice,Lucknow,17-02-24,North,4235.94,0.09,894.49,Uttar Pradesh
ORD101053,Kunal Das,Personal Care,Toothpaste,Bengaluru,06-09-23,South,702.49,0.09,71.11,Karnataka
ORD101054,Rahul Singh,Personal Care,Shampoo,Delhi,30-07-24,North,5182.37,0.11,383.35,Delhi
ORD101055,Priya Reddy,Snacks,Chocolate,Kolkata,12-06-23,East,4463.29,0.3,427.2,West Bengal
ORD101056,Rohan Sharma,Bakery,Pastry,Kolkata,26-06-24,East,6360.53,0.26,377.45,West Bengal
ORD101057,Rohan Sharma,Household,Tissue,Mumbai,13-06-24,West,4491.9,0,795.49,Maharashtra
ORD101058,Priya Patel,Personal Care,Cream,Mumbai,10-02-25,West,7814.73,0,401.12,Maharashtra
ORD101059,Ananya Das,Bakery,Croissant,Ahmedabad,29-07-24,West,6002.82,0.2,1192.45,Gujarat
ORD101060,Aarav Das,Bakery,Pastry,Lucknow,04-09-23,North,3958.47,0.04,510.05,Uttar Pradesh
ORD101061,Isha Nair,Grocery,Flour,Delhi,07-04-23,North,4932.24,0.03,782.45,Delhi
ORD101062,Ananya Patel,Grocery,Spices,Ahmedabad,16-02-23,West,9985.77,0.25,1801.42,Gujarat
ORD101063,Sneha Singh,Fruits & Vegetables,Tomato,Hyderabad,10-09-23,South,6964.67,0.21,330.55,Telangana
ORD101064,Vivaan Kumar,Grocery,Flour,Ahmedabad,02-10-24,West,2621.72,0.27,119.66,Gujarat
ORD101065,Vivaan Gupta,Bakery,Bun,Hyderabad,16-05-24,South,9619.58,0.19,1379.24,Telangana
ORD101066,Isha Mehta,Beverages,Juice,Hyderabad,11-04-24,South,2235.39,0.16,278.78,Telangana
ORD101067,Priya Joshi,Snacks,Chocolate,Bengaluru,13-02-24,South,8228.48,0.18,614.73,Karnataka
ORD101068,Aarav Patel,Grocery,Rice,Hyderabad,16-06-25,South,7102.13,0.09,1408.21,Telangana
ORD101069,Sneha Reddy,Bakery,Croissant,Lucknow,26-04-25,North,5887,0.14,1098.94,Uttar Pradesh
ORD101070,Ananya Singh,Personal Care,Toothpaste,Hyderabad,27-02-25,South,1166.74,0.27,95.89,Telangana
ORD101071,Rahul Das,Beverages,Water,Delhi,03-11-24,North,1780.16,0.15,279.75,Delhi
ORD101072,Isha Mehta,Bakery,Rusk,Pune,17-05-24,West,7984.23,0.15,1422.82,Maharashtra
ORD101073,Rahul Singh,Fruits & Vegetables,Potato,Ahmedabad,20-03-23,West,6939.09,0.12,1523.33,Gujarat
ORD101074,Ananya Nair,Snacks,Namkeen,Kolkata,28-04-25,East,7819.23,0.28,1060.91,West Bengal
ORD101075,Priya Nair,Snacks,Biscuits,Ahmedabad,30-08-25,West,362.35,0.27,54.41,Gujarat
ORD101076,Kunal Gupta,Snacks,Chips,Kolkata,27-05-23,East,9310.47,0.07,1590.23,West Bengal
ORD101077,Rohan Joshi,Dairy,Butter,Bengaluru,06-10-24,South,3987.53,0,524.47,Karnataka
ORD101078,Ananya Sharma,Personal Care,Shampoo,Kolkata,28-04-25,East,1514.78,0.03,127.43,West Bengal
ORD101079,Ananya Gupta,Household,Detergent,Delhi,25-02-24,North,4458.9,0.18,547.17,Delhi
ORD101080,Isha Sharma,Bakery,Bun,Ahmedabad,06-12-24,West,6444.99,0.14,1374.99,Gujarat
ORD101081,Rahul Das,Snacks,Chocolate,Pune,10-04-24,West,5199.38,0.14,349.31,Maharashtra
ORD101082,Isha Nair,Beverages,Tea,Kolkata,20-10-24,East,5890.04,0.21,1106.41,West Bengal
ORD101083,Aarav Singh,Grocery,Spices,Kolkata,29-06-23,East,5381.79,0.08,831.18,West Bengal
ORD101084,Vivaan Joshi,Bakery,Croissant,Kolkata,31-03-25,East,8491.31,0.09,967.96,West Bengal
ORD101085,Aarav Singh,Personal Care,Toothpaste,Delhi,09-01-23,North,3267.35,0.14,355.32,Delhi
ORD101086,Priya Sharma,Household,Mop,Bengaluru,03-04-25,South,5011.2,0.24,732.86,Karnataka
ORD101087,Rahul Patel,Snacks,Biscuits,Mumbai,02-06-24,West,3810.25,0.3,454.47,Maharashtra
ORD101088,Rahul Singh,Dairy,Cheese,Lucknow,05-12-23,North,6129.03,0.12,838.84,Uttar Pradesh
ORD101089,Diya Patel,Personal Care,Soap,Chennai,31-05-24,South,552.6,0.25,96.75,Tamil Nadu
ORD101090,Rahul Mehta,Snacks,Namkeen,Lucknow,21-01-23,North,2385.43,0.14,244.79,Uttar Pradesh
ORD101091,Ananya Sharma,Bakery,Croissant,Bengaluru,04-01-23,South,3552.61,0.17,370.76,Karnataka
ORD101092,Isha Singh,Snacks,Chocolate,Mumbai,17-11-24,West,4158.4,0.16,773.38,Maharashtra
ORD101093,Kunal Gupta,Beverages,Juice,Jaipur,28-11-24,North,9019.91,0.1,1368.34,Rajasthan
ORD101094,Ananya Patel,Bakery,Bun,Ahmedabad,29-06-23,West,1385.29,0.07,303.19,Gujarat
ORD101095,Rohan Mehta,Dairy,Butter,Hyderabad,13-07-24,South,3945.84,0.09,500.89,Telangana
ORD101096,Ananya Kumar,Bakery,Bun,Ahmedabad,29-09-24,West,7737.12,0.01,1070.74,Gujarat
ORD101097,Diya Patel,Personal Care,Toothpaste,Kolkata,12-06-25,East,8374.88,0.24,869.09,West Bengal
ORD101098,Sneha Sharma,Household,Tissue,Jaipur,09-02-25,North,3703.32,0.08,591.3,Rajasthan
ORD101099,Sneha Sharma,Snacks,Cake,Hyderabad,15-04-24,South,7397.39,0.25,1036.53,Telangana
ORD101100,Rohan Patel,Bakery,Bun,Mumbai,18-10-24,West,4691.81,0.28,354.55,Maharashtra
ORD101101,Ananya Sharma,Household,Tissue,Kolkata,24-07-24,East,5961.13,0.05,563.56,West Bengal
ORD101102,Priya Kumar,Bakery,Pastry,Ahmedabad,10-06-23,West,8071.07,0.17,1644.05,Gujarat
ORD101103,Isha Das,Grocery,Flour,Bengaluru,19-01-25,South,5712.54,0.04,1356.26,Karnataka
ORD101104,Ananya Singh,Personal Care,Cream,Lucknow,09-03-23,North,7523.86,0.15,802.74,Uttar Pradesh
ORD101105,Diya Gupta,Bakery,Bread,Pune,31-08-25,West,9135.93,0.21,510.23,Maharashtra
ORD101106,Diya Reddy,Beverages,Tea,Bengaluru,27-11-24,South,7647.97,0.13,1204.3,Karnataka
ORD101107,Kunal Mehta,Beverages,Coffee,Jaipur,26-08-23,North,7983.44,0.01,1119.58,Rajasthan
ORD101108,Vivaan Gupta,Beverages,Juice,Ahmedabad,12-02-25,West,2422.1,0.09,169.55,Gujarat
ORD101109,Aarav Joshi,Grocery,Pulses,Chennai,09-08-23,South,6907.34,0.23,922.17,Tamil Nadu
ORD101110,Isha Sharma,Snacks,Chocolate,Ahmedabad,02-04-23,West,5820.13,0.23,1105.29,Gujarat
ORD101111,Ananya Das,Dairy,Butter,Chennai,04-01-25,South,3686.84,0.06,748.94,Tamil Nadu
ORD101112,Diya Patel,Household,Mop,Jaipur,02-07-24,North,984.67,0.07,187.52,Rajasthan
